time,accx,accy,accz
739,   641, -3776, -7058
755,   642, -3780, -7056
762,   642, -3780, -7058
768,   640, -3780, -7063
778,   640, -3777, -7063
788,   639, -3774, -7064
798,   635, -3773, -7061
808,   638, -3778, -7061
822,   642, -3782, -7061
828,   638, -3784, -7063
839,   636, -3781, -7058
849,   637, -3779, -7056
858,   635, -3776, -7062
869,   637, -3773, -7063
879,   639, -3777, -7064
888,   639, -3780, -7063
899,   639, -3780, -7064
910,   636, -3778, -7071
918,   639, -3778, -7073
929,   643, -3775, -7068
939,   644, -3779, -7066
948,   644, -3778, -7063
959,   643, -3781, -7065
969,   639, -3776, -7066
979,   639, -3775, -7065
988,   640, -3777, -7056
999,   642, -3776, -7056
1008,   642, -3775, -7061
1018,   642, -3769, -7070
1029,   639, -3766, -7068
1039,   637, -3769, -7064
1049,   639, -3769, -7058
1058,   642, -3766, -7053
1069,   643, -3771, -7058
1079,   639, -3772, -7061
1090,   637, -3772, -7057
1098,   635, -3772, -7056
1108,   636, -3774, -7058
1119,   637, -3774, -7064
1128,   636, -3775, -7065
1139,   640, -3776, -7062
1148,   640, -3775, -7070
1159,   637, -3773, -7067
1171,   640, -3769, -7067
1179,   639, -3770, -7063
1192,   636, -3771, -7063
1205,   637, -3772, -7066
1211,   636, -3772, -7069
1219,   643, -3773, -7073
1228,   645, -3771, -7074
1240,   644, -3771, -7075
1248,   635, -3771, -7069
1258,   637, -3768, -7072
1274,   639, -3769, -7069
1280,   641, -3768, -7062
1289,   643, -3771, -7061
1298,   638, -3770, -7065
1309,   639, -3775, -7063
1319,   637, -3780, -7061
1329,   637, -3782, -7064
1339,   635, -3779, -7064
1349,   638, -3779, -7059
1359,   635, -3779, -7056
1369,   632, -3781, -7053
1379,   633, -3776, -7053
1395,   632, -3777, -7053
1401,   640, -3776, -7059
1408,   642, -3777, -7067
1419,   641, -3775, -7069
1428,   639, -3774, -7074
1439,   641, -3778, -7083
1457,   639, -3775, -7074
1463,   638, -3774, -7076
1470,   636, -3772, -7078
1479,   633, -3772, -7076
1489,   636, -3769, -7068
1498,   637, -3772, -7063
1513,   633, -3768, -7062
1520,   631, -3770, -7057
1530,   631, -3772, -7058
1539,   631, -3772, -7056
1553,   630, -3771, -7058
1559,   633, -3772, -7057
1569,   638, -3773, -7053
1579,   637, -3773, -7058
1589,   634, -3769, -7056
1600,   637, -3769, -7056
1609,   636, -3772, -7056
1624,   639, -3774, -7065
1630,   640, -3773, -7067
1640,   642, -3767, -7066
1649,   637, -3768, -7062
1659,   636, -3765, -7063
1669,   631, -3768, -7064
1680,   631, -3771, -7069
1689,   636, -3770, -7067
1699,   637, -3770, -7065
1710,   637, -3767, -7068
1720,   635, -3765, -7067
1729,   639, -3766, -7069
1739,   640, -3765, -7069
1749,   640, -3769, -7069
1759,   636, -3771, -7062
1769,   635, -3769, -7056
1780,   640, -3768, -7053
1789,   641, -3767, -7056
1799,   639, -3767, -7059
1809,   637, -3764, -7069
1819,   640, -3764, -7069
1829,   646, -3762, -7068
1839,   646, -3765, -7069
1849,   642, -3765, -7062
1859,   644, -3769, -7064
1870,   642, -3771, -7063
1882,   641, -3772, -7059
1896,   642, -3770, -7057
1902,   646, -3769, -7053
1910,   642, -3764, -7045
1919,   641, -3768, -7047
1929,   635, -3769, -7049
1940,   636, -3769, -7047
1949,   638, -3766, -7050
1959,   637, -3771, -7053
1969,   641, -3772, -7058
1979,   641, -3773, -7062
1990,   638, -3773, -7060
1999,   638, -3774, -7060
2009,   639, -3775, -7056
2019,   637, -3772, -7056
2029,   639, -3773, -7061
2039,   638, -3772, -7061
2049,   642, -3775, -7053
2059,   641, -3775, -7057
2069,   635, -3774, -7062
2081,   635, -3771, -7064
2089,   641, -3773, -7073
2099,   641, -3776, -7072
2109,   640, -3773, -7070
2120,   643, -3773, -7066
2129,   637, -3772, -7063
2139,   637, -3769, -7056
2149,   640, -3771, -7054
2160,   637, -3775, -7054
2170,   636, -3773, -7053
2179,   636, -3774, -7057
2190,   636, -3770, -7061
2199,   635, -3766, -7059
2209,   640, -3764, -7058
2223,   643, -3764, -7059
2234,   644, -3766, -7052
2241,   644, -3766, -7053
2249,   641, -3767, -7061
2259,   641, -3774, -7066
2273,   643, -3775, -7065
2279,   641, -3778, -7066
2290,   641, -3777, -7067
2299,   640, -3777, -7071
2309,   642, -3776, -7067
2319,   646, -3775, -7072
2330,   646, -3775, -7072
2339,   647, -3774, -7070
2349,   644, -3773, -7066
2360,   642, -3772, -7074
2369,   638, -3772, -7077
2379,   636, -3775, -7079
2389,   633, -3772, -7074
2399,   639, -3772, -7076
2409,   645, -3770, -7073
2420,   642, -3772, -7073
2429,   638, -3770, -7077
2440,   636, -3769, -7072
2449,   634, -3770, -7067
2459,   634, -3769, -7066
2470,   632, -3770, -7063
2480,   633, -3775, -7063
2489,   636, -3781, -7055
2500,   634, -3778, -7057
2510,   637, -3777, -7059
2519,   633, -3776, -7056
2529,   637, -3777, -7058
2540,   641, -3780, -7064
2551,   645, -3775, -7064
2560,   643, -3775, -7064
2570,   645, -3779, -7057
2580,   647, -3777, -7060
2590,   643, -3771, -7059
2600,   642, -3769, -7063
2611,   643, -3770, -7063
2619,   643, -3772, -7063
2629,   643, -3774, -7062
2639,   643, -3773, -7061
2649,   639, -3769, -7060
2659,   637, -3770, -7065
2669,   641, -3769, -7068
2680,   640, -3765, -7068
2689,   639, -3762, -7066
2700,   635, -3768, -7069
2709,   631, -3775, -7065
2719,   635, -3775, -7068
2731,   632, -3774, -7072
2741,   635, -3774, -7073
2760,   635, -3770, -7073
2766,   637, -3771, -7078
2772,   637, -3769, -7069
2779,   638, -3775, -7062
2790,   639, -3772, -7066
2800,   636, -3773, -7064
2810,   637, -3768, -7062
2819,   642, -3768, -7063
2830,   643, -3769, -7064
2840,   638, -3771, -7060
2864,   641, -3773, -7067
2870,   637, -3775, -7066
2876,   635, -3776, -7070
2882,   634, -3775, -7068
2890,   637, -3774, -7065
2900,   639, -3770, -7066
2910,   641, -3770, -7065
2920,   639, -3768, -7064
2932,   634, -3766, -7061
2939,   631, -3763, -7055
2950,   634, -3766, -7060
2969,   630, -3770, -7057
2975,   638, -3772, -7052
2981,   636, -3775, -7056
2989,   631, -3773, -7057
3000,   629, -3770, -7064
3010,   631, -3773, -7068
3020,   634, -3772, -7067
3030,   636, -3774, -7064
3040,   640, -3776, -7062
3049,   640, -3775, -7064
3060,   639, -3771, -7062
3070,   640, -3768, -7059
3080,   640, -3768, -7059
3090,   644, -3770, -7067
3100,   645, -3775, -7062
3111,   645, -3773, -7058
3120,   643, -3770, -7055
3130,   638, -3770, -7063
3146,   641, -3772, -7065
3153,   640, -3771, -7062
3160,   634, -3769, -7062
3170,   631, -3765, -7055
3180,   629, -3764, -7055
3190,   633, -3761, -7050
3200,   639, -3761, -7054
3210,   640, -3764, -7058
3220,   637, -3767, -7066
3236,   635, -3764, -7068
3242,   637, -3765, -7072
3250,   636, -3763, -7066
3261,   636, -3765, -7060
3270,   636, -3766, -7061
3280,   634, -3766, -7059
3290,   636, -3771, -7060
3300,   632, -3772, -7054
3310,   636, -3770, -7058
3320,   638, -3770, -7057
3330,   638, -3771, -7060
3340,   635, -3771, -7063
3350,   637, -3775, -7059
3360,   638, -3778, -7054
3370,   642, -3774, -7049
3380,   641, -3773, -7053
3390,   642, -3770, -7059
3400,   638, -3767, -7059
3410,   636, -3773, -7060
3420,   632, -3772, -7060
3430,   631, -3775, -7062
3440,   633, -3775, -7055
3451,   631, -3774, -7061
3461,   635, -3773, -7060
3470,   636, -3773, -7061
3481,   638, -3774, -7066
3490,   639, -3771, -7064
3500,   641, -3770, -7069
3510,   639, -3767, -7059
3520,   640, -3762, -7054
3535,   635, -3764, -7063
3541,   636, -3764, -7069
3551,   639, -3765, -7072
3563,   642, -3768, -7066
3570,   648, -3769, -7056
3580,   651, -3773, -7049
3596,   648, -3777, -7050
3602,   643, -3779, -7057
3610,   642, -3776, -7056
3621,   638, -3776, -7057
3630,   640, -3777, -7065
3642,   639, -3777, -7068
3650,   640, -3780, -7071
3660,   641, -3775, -7074
3670,   642, -3776, -7072
3681,   638, -3775, -7071
3691,   639, -3775, -7072
3700,   637, -3777, -7061
3711,   635, -3774, -7063
3720,   635, -3767, -7068
3730,   637, -3765, -7065
3740,   638, -3765, -7068
3750,   634, -3770, -7072
3764,   634, -3771, -7071
3770,   640, -3771, -7064
3780,   643, -3773, -7070
3795,   648, -3776, -7069
3802,   646, -3775, -7072
3811,   645, -3771, -7072
3820,   644, -3769, -7070
3831,   638, -3774, -7065
3840,   638, -3773, -7070
3851,   641, -3772, -7067
3860,   641, -3774, -7064
3870,   640, -3776, -7061
3881,   641, -3779, -7064
3890,   642, -3777, -7062
3900,   641, -3771, -7059
3910,   636, -3768, -7054
3920,   635, -3770, -7053
3930,   634, -3774, -7055
3941,   632, -3769, -7054
3950,   630, -3767, -7056
3960,   627, -3769, -7055
3970,   627, -3770, -7053
3981,   627, -3769, -7065
3990,   625, -3774, -7061
4001,   631, -3775, -7058
4011,   629, -3774, -7059
4021,   630, -3768, -7057
4030,   630, -3764, -7059
4040,   629, -3771, -7065
4052,   633, -3774, -7063
4061,   634, -3777, -7062
4071,   637, -3776, -7072
4080,   640, -3773, -7070
4091,   639, -3772, -7067
4101,   638, -3778, -7071
4110,   640, -3773, -7077
4120,   639, -3772, -7081
4131,   640, -3772, -7074
4140,   638, -3773, -7069
4151,   636, -3774, -7069
4160,   642, -3771, -7063
4171,   646, -3771, -7058
4180,   646, -3772, -7054
4192,   646, -3772, -7058
4201,   643, -3769, -7060
4218,   639, -3769, -7063
4223,   638, -3769, -7061
4231,   638, -3773, -7057
4240,   637, -3773, -7056
4251,   637, -3770, -7056
4260,   635, -3770, -7059
4272,   637, -3768, -7059
4281,   639, -3767, -7059
4290,   639, -3769, -7057
4301,   640, -3774, -7051
4315,   640, -3775, -7060
4321,   641, -3774, -7062
4331,   643, -3772, -7061
4340,   641, -3765, -7062
4351,   640, -3762, -7058
4361,   642, -3769, -7066
4371,   640, -3775, -7063
4380,   639, -3774, -7062
4390,   634, -3773, -7058
4401,   630, -3776, -7056
4410,   634, -3775, -7055
4421,   637, -3770, -7054
4430,   640, -3772, -7060
4440,   644, -3768, -7060
4451,   640, -3767, -7058
4461,   637, -3765, -7050
4471,   641, -3767, -7057
4480,   643, -3764, -7061
4491,   637, -3765, -7059
4501,   638, -3765, -7063
4511,   639, -3768, -7067
4522,   640, -3771, -7062
4531,   640, -3770, -7063
4540,   642, -3772, -7058
4550,   647, -3766, -7064
4561,   644, -3766, -7065
4571,   640, -3769, -7067
4582,   641, -3768, -7066
4591,   641, -3769, -7065
4605,   641, -3769, -7061
4615,   639, -3772, -7063
4625,   640, -3770, -7061
4632,   638, -3774, -7067
4641,   642, -3777, -7069
4651,   639, -3775, -7076
4665,   639, -3775, -7077
4672,   636, -3777, -7068
4681,   634, -3770, -7070
4691,   637, -3771, -7068
4703,   638, -3773, -7063
4711,   640, -3771, -7061
4721,   642, -3770, -7065
4731,   643, -3768, -7066
4741,   649, -3772, -7071
4753,   645, -3773, -7073
4761,   639, -3766, -7076
4771,   642, -3767, -7077
4782,   640, -3771, -7072
4805,   638, -3772, -7067
4811,   639, -3774, -7071
4817,   637, -3771, -7071
4824,   633, -3776, -7068
4832,   639, -3775, -7075
4840,   638, -3779, -7071
4852,   641, -3778, -7073
4861,   639, -3776, -7074
4871,   637, -3772, -7072
4883,   638, -3771, -7069
4891,   638, -3771, -7068
4902,   640, -3770, -7071
4911,   637, -3770, -7068
4921,   635, -3773, -7065
4932,   634, -3771, -7064
4941,   634, -3772, -7066
4954,   637, -3771, -7067
4961,   638, -3772, -7068
4971,   638, -3770, -7064
4985,   636, -3773, -7061
4996,   631, -3773, -7056
5002,   630, -3776, -7053
5011,   630, -3772, -7057
5021,   633, -3770, -7059
5031,   638, -3768, -7059
5042,   636, -3769, -7063
5051,   641, -3768, -7061
5067,   645, -3773, -7060
5073,   646, -3775, -7068
5081,   644, -3775, -7072
5091,   641, -3775, -7066
5101,   640, -3773, -7069
5122,   637, -3774, -7068
5128,   639, -3772, -7065
5134,   637, -3769, -7058
5142,   641, -3769, -7062
5151,   640, -3771, -7062
5161,   638, -3771, -7063
5171,   638, -3769, -7068
5181,   637, -3766, -7068
5191,   636, -3773, -7065
5201,   641, -3775, -7066
5211,   643, -3781, -7066
5221,   642, -3777, -7067
5231,   638, -3772, -7062
5249,   635, -3767, -7065
5255,   634, -3774, -7064
5264,   634, -3773, -7064
5272,   634, -3767, -7074
5281,   633, -3774, -7072
5291,   637, -3773, -7072
5301,   641, -3773, -7067
5311,   644, -3771, -7063
5321,   643, -3775, -7062
5332,   639, -3776, -7069
5341,   640, -3776, -7068
5351,   638, -3776, -7070
5362,   636, -3778, -7072
5371,   639, -3774, -7070
5382,   643, -3772, -7058
5391,   642, -3770, -7060
5401,   639, -3766, -7058
5411,   638, -3764, -7059
5421,   638, -3767, -7062
5431,   634, -3765, -7070
5441,   631, -3765, -7070
5451,   632, -3763, -7069
5461,   635, -3764, -7072
5472,   640, -3768, -7079
5481,   635, -3767, -7080
5491,   640, -3767, -7079
5502,   640, -3767, -7085
5511,   638, -3768, -7088
5526,   638, -3773, -7084
5532,   641, -3775, -7085
5542,   636, -3776, -7082
5551,   638, -3776, -7077
5562,   644, -3776, -7069
5571,   644, -3773, -7065
5581,   643, -3776, -7062
5592,   642, -3772, -7058
5601,   640, -3772, -7057
5611,   636, -3775, -7055
5621,   640, -3775, -7059
5631,   639, -3775, -7061
5641,   639, -3779, -7058
5651,   637, -3781, -7063
5662,   642, -3778, -7058
5672,   639, -3781, -7062
5681,   635, -3780, -7065
5691,   642, -3780, -7064
5701,   644, -3777, -7061
5712,   645, -3776, -7057
5721,   643, -3772, -7060
5731,   641, -3768, -7064
5742,   639, -3769, -7069
5751,   641, -3771, -7067
5762,   646, -3767, -7067
5771,   640, -3771, -7066
5782,   635, -3771, -7067
5791,   636, -3771, -7061
5804,   639, -3774, -7059
5812,   639, -3772, -7055
5821,   637, -3771, -7051
5834,   637, -3771, -7049
5842,   639, -3768, -7051
5855,   639, -3767, -7052
5867,   638, -3765, -7055
5874,   636, -3767, -7057
5881,   633, -3767, -7066
5892,   636, -3767, -7067
5901,   641, -3772, -7072
5912,   645, -3775, -7071
5921,   643, -3773, -7064
5932,   641, -3773, -7058
5942,   640, -3773, -7054
5952,   639, -3776, -7062
5962,   639, -3775, -7058
5972,   642, -3775, -7051
5981,   638, -3774, -7054
5992,   638, -3777, -7059
6002,   637, -3776, -7063
6011,   634, -3777, -7067
6023,   635, -3777, -7070
6033,   635, -3776, -7072
6045,   641, -3776, -7068
6052,   640, -3774, -7071
6062,   637, -3775, -7069
6076,   635, -3775, -7064
6081,   633, -3772, -7064
6092,   641, -3776, -7058
6102,   642, -3776, -7060
6116,   645, -3771, -7060
6126,   642, -3773, -7060
6133,   640, -3771, -7051
6142,   633, -3773, -7045
6152,   638, -3776, -7050
6162,   643, -3775, -7054
6172,   641, -3775, -7053
6194,   643, -3777, -7055
6207,   643, -3776, -7050
6212,   646, -3774, -7050
6219,   644, -3774, -7048
6224,   648, -3772, -7050
6232,   647, -3768, -7054
6242,   643, -3767, -7059
6252,   639, -3769, -7058
6262,   640, -3773, -7062
6275,   640, -3771, -7064
6282,   640, -3771, -7060
6294,   637, -3771, -7066
6302,   636, -3768, -7061
6322,   639, -3766, -7069
6328,   641, -3772, -7071
6335,   639, -3773, -7066
6342,   641, -3773, -7062
6352,   645, -3775, -7060
6362,   642, -3775, -7062
6372,   640, -3771, -7061
6382,   639, -3769, -7062
6393,   641, -3770, -7064
6402,   641, -3771, -7067
6412,   638, -3770, -7062
6425,   642, -3773, -7064
6436,   644, -3773, -7065
6442,   642, -3773, -7072
6452,   643, -3773, -7067
6462,   640, -3769, -7063
6473,   637, -3769, -7067
6483,   639, -3770, -7064
6494,   636, -3767, -7065
6504,   635, -3764, -7065
6516,   639, -3763, -7063
6522,   644, -3764, -7068
6532,   644, -3765, -7065
6546,   643, -3765, -7071
6554,   644, -3766, -7066
6562,   641, -3770, -7067
6572,   640, -3773, -7068
6582,   641, -3773, -7063
6593,   637, -3773, -7064
6604,   636, -3777, -7063
6612,   639, -3776, -7059
6622,   641, -3773, -7052
6632,   640, -3774, -7050
6644,   642, -3774, -7056
6652,   627, -3776, -7081
6662,   623, -3769, -7088
6674,   627, -3780, -7091
6682,   607, -3757, -7069
6692,   642, -3783, -7042
6704,   628, -3773, -7068
6715,   639, -3779, -7051
6722,   635, -3771, -7064
6732,   638, -3774, -7051
6744,   646, -3774, -7055
6754,   681, -3767, -7061
6765,   752, -3754, -7059
6773,  1077, -3574, -7053
6782,  1274, -3399, -7118
6796,  1353, -3248, -7222
6802,  1523, -3455, -7030
6812,  1436, -3569, -6992
6822,  1150, -3684, -7110
6844,   601, -3753, -7301
6850,  -105, -4017, -7315
6855,  -425, -4023, -7275
6863,  -305, -3916, -7335
6872,  -196, -3721, -7285
6882,   -73, -3633, -7187
6892,   161, -3779, -7171
6903,   316, -3845, -7141
6912,   468, -3872, -7053
6923,   508, -3690, -6974
6932,   551, -3712, -7014
6943,   555, -3848, -7113
6952,   613, -3919, -7119
6962,   672, -3901, -7061
6972,   690, -3874, -7042
6982,   687, -3844, -7047
6993,   627, -3793, -7119
7005,   574, -3751, -7167
7015,   561, -3729, -7174
7026,   577, -3718, -7144
7032,   586, -3703, -7124
7043,   583, -3699, -7126
7052,   601, -3709, -7107
7062,   642, -3722, -7058
7072,   692, -3736, -7012
7083,   687, -3723, -7048
7092,   670, -3706, -7091
7102,   682, -3702, -7087
7112,   694, -3701, -7078
7123,   700, -3701, -7091
7133,   713, -3704, -7082
7142,   711, -3697, -7100
7153,   721, -3698, -7103
7162,   740, -3703, -7086
7172,   759, -3709, -7073
7183,   772, -3718, -7062
7192,   813, -3734, -7019
7203,   781, -3713, -7074
7212,   699, -3674, -7169
7222,   647, -3651, -7214
7233,   572, -3620, -7286
7244,   527, -3596, -7310
7253,   560, -3594, -7250
7263,   633, -3619, -7162
7272,   792, -3581, -6949
7283,   876, -3497, -6867
7293,   756, -3736, -7100
7303,   759, -3799, -7089
7313,   798, -3784, -7052
7322,   773, -3744, -7109
7333,   767, -3723, -7126
7343,   719, -3692, -7196
7352,   686, -3663, -7232
7362,   621, -3627, -7290
7372,   535, -3572, -7384
