time,accx,accy,accz
1710,   467, -6279,-14864
1720,   465, -6277,-14864
1729,   469, -6277,-14865
1739,   470, -6277,-14865
1749,   470, -6280,-14865
1759,   465, -6283,-14858
1769,   464, -6281,-14853
1780,   469, -6280,-14849
1789,   471, -6279,-14852
1799,   469, -6279,-14855
1809,   467, -6276,-14865
1819,   469, -6275,-14865
1829,   475, -6274,-14864
1839,   475, -6276,-14865
1849,   472, -6276,-14858
1859,   474, -6281,-14861
1870,   472, -6283,-14859
1882,   471, -6284,-14856
1896,   472, -6281,-14853
1902,   476, -6280,-14850
1910,   473, -6275,-14841
1919,   471, -6279,-14843
1929,   465, -6281,-14846
1940,   466, -6281,-14844
1949,   467, -6277,-14847
1959,   467, -6282,-14849
1969,   471, -6283,-14854
1979,   471, -6284,-14858
1990,   468, -6285,-14857
1999,   468, -6286,-14856
2009,   468, -6286,-14852
2019,   467, -6284,-14853
2029,   469, -6285,-14857
2039,   468, -6284,-14858
2049,   472, -6286,-14849
2059,   471, -6287,-14853
2069,   465, -6286,-14859
2081,   465, -6283,-14860
2089,   471, -6285,-14869
2099,   471, -6287,-14868
2109,   470, -6285,-14867
2120,   473, -6284,-14863
2129,   467, -6284,-14860
2139,   467, -6281,-14852
2149,   469, -6283,-14850
2160,   467, -6287,-14851
2170,   465, -6285,-14849
2179,   466, -6286,-14854
2190,   466, -6282,-14857
2199,   464, -6278,-14856
2209,   469, -6276,-14854
2223,   472, -6276,-14855
2234,   473, -6277,-14849
2241,   474, -6278,-14850
2249,   471, -6279,-14858
2259,   471, -6286,-14863
2273,   472, -6287,-14862
2279,   471, -6290,-14863
2290,   471, -6289,-14863
2299,   469, -6289,-14867
2309,   472, -6288,-14864
2319,   476, -6287,-14869
2330,   476, -6287,-14868
2339,   477, -6286,-14867
2349,   474, -6285,-14863
2360,   472, -6284,-14871
2369,   468, -6284,-14873
2379,   466, -6287,-14876
2389,   463, -6284,-14871
2399,   469, -6283,-14872
2409,   474, -6282,-14869
2420,   472, -6284,-14869
2429,   468, -6282,-14874
2440,   466, -6281,-14869
2449,   463, -6282,-14864
2459,   463, -6281,-14863
2470,   461, -6282,-14860
2480,   463, -6287,-14860
2489,   465, -6293,-14852
2500,   463, -6290,-14854
2510,   466, -6288,-14856
2519,   463, -6288,-14853
2529,   466, -6289,-14855
2540,   471, -6291,-14861
2551,   475, -6286,-14861
2560,   473, -6287,-14861
2570,   475, -6291,-14854
2580,   477, -6289,-14857
2590,   473, -6283,-14856
2600,   472, -6281,-14860
2611,   473, -6282,-14860
2619,   473, -6284,-14860
2629,   473, -6286,-14859
2639,   473, -6284,-14858
2649,   470, -6281,-14857
2659,   468, -6282,-14862
2669,   472, -6281,-14865
2680,   470, -6277,-14865
2689,   469, -6274,-14863
2700,   465, -6279,-14866
2709,   461, -6287,-14862
2719,   465, -6287,-14865
2731,   462, -6285,-14869
2741,   465, -6286,-14870
2760,   465, -6282,-14870
2766,   467, -6283,-14875
2772,   467, -6280,-14866
2779,   469, -6286,-14859
2790,   469, -6284,-14863
2800,   467, -6284,-14861
2810,   467, -6280,-14859
2819,   472, -6279,-14860
2830,   473, -6280,-14861
2840,   468, -6283,-14857
2864,   471, -6285,-14864
2870,   467, -6286,-14863
2876,   464, -6288,-14867
2882,   464, -6287,-14865
2890,   467, -6286,-14862
2900,   469, -6281,-14863
2910,   471, -6282,-14862
2920,   469, -6279,-14861
2932,   464, -6278,-14858
2939,   460, -6274,-14852
2950,   464, -6277,-14857
2969,   460, -6281,-14854
2975,   467, -6284,-14849
2981,   466, -6286,-14853
2989,   461, -6284,-14854
3000,   458, -6282,-14861
3010,   461, -6284,-14865
3020,   464, -6284,-14864
3030,   466, -6285,-14860
3040,   470, -6287,-14859
3049,   470, -6287,-14861
3060,   469, -6282,-14858
3070,   470, -6279,-14856
3080,   470, -6279,-14856
3090,   474, -6282,-14864
3100,   475, -6286,-14859
3111,   475, -6285,-14855
3120,   473, -6282,-14852
3130,   468, -6282,-14860
3146,   470, -6283,-14862
3153,   470, -6282,-14859
3160,   464, -6280,-14859
3170,   461, -6276,-14852
3180,   458, -6275,-14852
3190,   463, -6272,-14847
3200,   469, -6272,-14851
3210,   470, -6275,-14856
3220,   467, -6278,-14864
3236,   465, -6275,-14865
3242,   467, -6275,-14869
3250,   466, -6273,-14863
3261,   466, -6275,-14857
3270,   466, -6277,-14858
3280,   464, -6277,-14856
3290,   466, -6281,-14858
3300,   463, -6282,-14852
3310,   466, -6281,-14855
3320,   468, -6280,-14854
3330,   469, -6282,-14858
3340,   466, -6281,-14860
3350,   467, -6286,-14857
3360,   468, -6288,-14851
3370,   472, -6284,-14846
3380,   472, -6284,-14850
3390,   472, -6280,-14856
3400,   468, -6278,-14856
3410,   466, -6283,-14857
3420,   462, -6283,-14857
3430,   462, -6286,-14859
3440,   463, -6285,-14852
3451,   461, -6285,-14858
3461,   466, -6283,-14858
3470,   467, -6284,-14858
3481,   469, -6284,-14863
3490,   470, -6282,-14861
3500,   472, -6280,-14866
3510,   470, -6278,-14856
3520,   471, -6273,-14851
3535,   466, -6274,-14860
3541,   467, -6274,-14866
3551,   470, -6275,-14870
3563,   473, -6279,-14863
3570,   479, -6279,-14853
3580,   483, -6283,-14846
3596,   480, -6287,-14847
3602,   475, -6290,-14853
3610,   474, -6287,-14853
3621,   470, -6287,-14854
3630,   472, -6288,-14862
3642,   471, -6288,-14865
3650,   472, -6291,-14868
3660,   473, -6286,-14871
3670,   473, -6287,-14869
3681,   470, -6287,-14868
3691,   471, -6287,-14868
3700,   469, -6289,-14857
3711,   467, -6286,-14859
3720,   467, -6279,-14864
3730,   468, -6276,-14862
3740,   470, -6277,-14865
3750,   465, -6281,-14869
3764,   466, -6282,-14867
3770,   472, -6283,-14861
3780,   475, -6285,-14867
3795,   480, -6288,-14865
3802,   478, -6286,-14869
3811,   477, -6283,-14868
3820,   476, -6280,-14867
3831,   470, -6285,-14862
3840,   470, -6285,-14866
3851,   474, -6284,-14863
3860,   473, -6286,-14860
3870,   472, -6288,-14857
3881,   473, -6291,-14860
3890,   475, -6289,-14858
3900,   473, -6283,-14855
3910,   468, -6280,-14850
3920,   467, -6282,-14850
3930,   466, -6286,-14851
3941,   464, -6281,-14850
3950,   462, -6279,-14852
3960,   459, -6281,-14851
3970,   459, -6282,-14850
3981,   458, -6282,-14861
3990,   456, -6287,-14856
4001,   462, -6288,-14854
4011,   460, -6286,-14855
4021,   461, -6281,-14854
4030,   461, -6276,-14855
4040,   460, -6283,-14861
4052,   464, -6287,-14859
4061,   465, -6290,-14858
4071,   468, -6288,-14868
4080,   470, -6285,-14866
4091,   469, -6284,-14863
4101,   469, -6290,-14867
4110,   471, -6286,-14873
4120,   470, -6284,-14877
4131,   471, -6284,-14870
4140,   469, -6285,-14865
4151,   467, -6286,-14865
4160,   473, -6284,-14859
4171,   477, -6283,-14854
4180,   477, -6285,-14849
4192,   477, -6284,-14854
4201,   474, -6281,-14856
4218,   470, -6282,-14859
4223,   469, -6281,-14857
4231,   469, -6285,-14853
4240,   469, -6286,-14852
4251,   468, -6283,-14852
4260,   466, -6282,-14855
4272,   468, -6281,-14855
4281,   470, -6280,-14854
4290,   471, -6281,-14853
4301,   471, -6286,-14847
4315,   471, -6288,-14856
4321,   472, -6287,-14858
4331,   474, -6285,-14856
4340,   473, -6278,-14857
4351,   471, -6275,-14854
4361,   473, -6281,-14861
4371,   472, -6287,-14859
4380,   470, -6287,-14858
4390,   466, -6286,-14854
4401,   461, -6289,-14851
4410,   465, -6288,-14850
4421,   468, -6283,-14850
4430,   471, -6285,-14856
4440,   475, -6280,-14855
4451,   471, -6280,-14853
4461,   468, -6278,-14845
4471,   472, -6280,-14853
4480,   474, -6277,-14857
4491,   468, -6278,-14854
4501,   469, -6278,-14859
4511,   470, -6281,-14862
4522,   471, -6284,-14858
4531,   471, -6283,-14858
4540,   473, -6284,-14854
4550,   478, -6278,-14860
4561,   475, -6279,-14861
4571,   471, -6282,-14863
4582,   472, -6281,-14862
4591,   472, -6282,-14861
4605,   472, -6282,-14857
4615,   470, -6284,-14859
4625,   471, -6283,-14857
4632,   469, -6286,-14862
4641,   473, -6289,-14864
4651,   470, -6288,-14872
4665,   470, -6288,-14872
4672,   467, -6289,-14863
4681,   465, -6283,-14865
4691,   467, -6283,-14863
4703,   469, -6285,-14858
4711,   471, -6284,-14857
4721,   473, -6282,-14861
4731,   474, -6281,-14861
4741,   480, -6284,-14866
4753,   476, -6285,-14868
4761,   470, -6278,-14871
4771,   473, -6279,-14873
4782,   471, -6284,-14867
4805,   469, -6285,-14863
4811,   470, -6287,-14866
4817,   468, -6284,-14866
4824,   464, -6288,-14863
4832,   469, -6288,-14870
4840,   468, -6292,-14866
4852,   471, -6291,-14868
4861,   469, -6289,-14870
4871,   467, -6285,-14868
4883,   468, -6284,-14865
4891,   468, -6284,-14863
4902,   470, -6282,-14866
4911,   467, -6283,-14863
4921,   465, -6285,-14860
4932,   464, -6284,-14859
4941,   464, -6284,-14862
4954,   467, -6284,-14863
4961,   468, -6284,-14863
4971,   468, -6283,-14859
4985,   466, -6285,-14856
4996,   461, -6285,-14852
5002,   460, -6288,-14849
5011,   460, -6285,-14852
5021,   462, -6283,-14854
5031,   467, -6280,-14855
5042,   466, -6281,-14858
5051,   471, -6280,-14857
5067,   475, -6285,-14856
5073,   476, -6287,-14864
5081,   474, -6287,-14867
5091,   471, -6288,-14862
5101,   470, -6285,-14864
5122,   466, -6286,-14864
5128,   468, -6284,-14860
5134,   466, -6282,-14854
5142,   470, -6281,-14858
5151,   470, -6284,-14857
5161,   468, -6283,-14859
5171,   468, -6281,-14864
5181,   466, -6278,-14864
5191,   465, -6285,-14861
5201,   470, -6287,-14861
5211,   472, -6293,-14861
5221,   471, -6289,-14863
5231,   467, -6284,-14857
5249,   464, -6280,-14860
5255,   463, -6286,-14860
5264,   463, -6285,-14859
5272,   463, -6279,-14870
5281,   462, -6285,-14867
5291,   466, -6285,-14868
5301,   471, -6285,-14863
5311,   473, -6283,-14858
5321,   472, -6287,-14858
5332,   469, -6288,-14864
5341,   469, -6288,-14864
5351,   467, -6288,-14865
5362,   466, -6289,-14868
5371,   469, -6286,-14865
5382,   472, -6284,-14854
5391,   472, -6282,-14855
5401,   469, -6278,-14854
5411,   468, -6276,-14855
5421,   468, -6278,-14857
5431,   463, -6277,-14865
5441,   461, -6277,-14865
5451,   461, -6275,-14865
5461,   465, -6275,-14868
5472,   469, -6279,-14875
5481,   465, -6279,-14875
5491,   469, -6278,-14875
5502,   469, -6278,-14881
5511,   468, -6279,-14884
5526,   468, -6284,-14880
5532,   471, -6286,-14881
5542,   466, -6287,-14878
5551,   468, -6288,-14873
5562,   474, -6288,-14865
5571,   474, -6284,-14861
5581,   473, -6287,-14858
5592,   473, -6283,-14854
5601,   471, -6283,-14853
5611,   467, -6286,-14851
5621,   471, -6287,-14855
5631,   470, -6287,-14856
5641,   469, -6291,-14854
5651,   468, -6293,-14859
5662,   472, -6290,-14853
5672,   470, -6293,-14858
5681,   466, -6292,-14860
5691,   472, -6292,-14860
5701,   475, -6289,-14857
5712,   476, -6288,-14852
5721,   474, -6284,-14855
5731,   472, -6280,-14860
5742,   470, -6281,-14865
5751,   472, -6284,-14863
5762,   476, -6280,-14863
5771,   471, -6283,-14862
5782,   466, -6283,-14862
5791,   466, -6283,-14856
5804,   469, -6287,-14855
5812,   469, -6285,-14851
5821,   467, -6284,-14846
5834,   467, -6283,-14845
5842,   469, -6281,-14846
5855,   469, -6280,-14848
5867,   468, -6278,-14851
5874,   466, -6280,-14853
5881,   463, -6279,-14862
5892,   465, -6279,-14862
5901,   471, -6284,-14868
5912,   475, -6287,-14867
5921,   473, -6285,-14859
5932,   471, -6285,-14854
5942,   470, -6286,-14850
5952,   469, -6288,-14857
5962,   469, -6288,-14854
5972,   472, -6288,-14847
5981,   468, -6287,-14849
5992,   468, -6290,-14855
6002,   467, -6288,-14859
6011,   463, -6290,-14862
6023,   464, -6290,-14866
6033,   464, -6288,-14868
6045,   470, -6288,-14864
6052,   469, -6286,-14867
6062,   466, -6287,-14865
6076,   464, -6287,-14859
6081,   463, -6284,-14860
6092,   470, -6288,-14854
6102,   471, -6289,-14856
6116,   474, -6284,-14856
6126,   472, -6285,-14855
6133,   469, -6284,-14846
6142,   462, -6285,-14841
6152,   467, -6289,-14845
6162,   471, -6288,-14850
6172,   470, -6287,-14849
6194,   472, -6290,-14851
6207,   472, -6289,-14845
6212,   475, -6286,-14846
6219,   473, -6287,-14844
6224,   477, -6285,-14846
6232,   476, -6280,-14850
6242,   472, -6279,-14855
6252,   468, -6281,-14854
6262,   469, -6285,-14858
6275,   469, -6284,-14861
6282,   469, -6284,-14856
6294,   465, -6283,-14862
6302,   465, -6280,-14857
6322,   468, -6278,-14865
6328,   469, -6284,-14867
6335,   468, -6285,-14862
6342,   469, -6285,-14858
6352,   474, -6287,-14857
6362,   470, -6287,-14858
6372,   468, -6283,-14858
6382,   468, -6281,-14858
6393,   470, -6282,-14861
6402,   470, -6283,-14863
6412,   467, -6282,-14858
6425,   470, -6285,-14860
6436,   473, -6285,-14861
6442,   471, -6285,-14868
6452,   472, -6285,-14864
6462,   469, -6281,-14859
6473,   466, -6281,-14863
6483,   468, -6282,-14860
6494,   465, -6278,-14861
6504,   464, -6276,-14862
6516,   468, -6275,-14859
6522,   473, -6275,-14864
6532,   473, -6276,-14862
6546,   472, -6277,-14868
6554,   474, -6277,-14862
6562,   470, -6281,-14864
6572,   470, -6284,-14864
6582,   470, -6285,-14860
6593,   467, -6285,-14860
6604,   465, -6289,-14859
6612,   468, -6288,-14856
6622,   471, -6285,-14849
6632,   469, -6286,-14847
6644,   471, -6285,-14853
6652,   457, -6288,-14877
6662,   454, -6281,-14884
6674,   458, -6292,-14888
6682,   438, -6269,-14865
6692,   471, -6295,-14839
6704,   457, -6285,-14864
6715,   469, -6291,-14847
6722,   465, -6284,-14860
6732,   467, -6286,-14848
6744,   474, -6286,-14852
6754,   508, -6278,-14857
6765,   581, -6265,-14856
6773,   916, -6086,-14850
6782,  1129, -5906,-14916
6796,  1225, -5752,-15022
6802,  1408, -5955,-14832
6812,  1341, -6077,-14792
6822,  1067, -6197,-14907
6844,   519, -6271,-15097
6850,  -199, -6538,-15110
6855,  -533, -6554,-15066
6863,  -411, -6454,-15125
6872,  -276, -6269,-15071
6882,  -126, -6194,-14969
6892,   124, -6350,-14950
6903,   301, -6433,-14915
6912,   466, -6472,-14822
6923,   498, -6291,-14743
6932,   519, -6303,-14786
6943,   506, -6439,-14886
6952,   566, -6518,-14889
6962,   626, -6505,-14829
6972,   634, -6478,-14810
6982,   615, -6445,-14816
6993,   541, -6391,-14889
7005,   488, -6351,-14936
7015,   486, -6335,-14942
7026,   517, -6332,-14908
7032,   539, -6327,-14885
7043,   550, -6333,-14884
7052,   581, -6352,-14862
7062,   634, -6374,-14810
7072,   685, -6394,-14762
7083,   671, -6382,-14798
7092,   645, -6366,-14841
7102,   655, -6365,-14835
7112,   662, -6365,-14825
7123,   661, -6367,-14838
7133,   666, -6370,-14830
7142,   654, -6362,-14848
7153,   655, -6362,-14851
7162,   666, -6367,-14834
7172,   673, -6370,-14822
7183,   670, -6374,-14812
7192,   691, -6383,-14772
7203,   633, -6352,-14829
7212,   534, -6306,-14926
7222,   485, -6283,-14971
7233,   430, -6260,-15040
7244,   426, -6254,-15060
7253,   513, -6276,-14991
7263,   636, -6325,-14895
7272,   823, -6305,-14676
7283,   891, -6217,-14595
7293,   743, -6446,-14832
7303,   746, -6519,-14818
7313,   783, -6508,-14780
7322,   751, -6468,-14836
7333,   745, -6450,-14852
7343,   702, -6424,-14920
7352,   687, -6405,-14953
7362,   653, -6384,-15005
7372,   620, -6354,-15090
